"File Name","TimeStamp","Language"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:32:20-0:32:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:32:40-0:33:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:33:00-0:33:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:33:20-0:33:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:33:40-0:34:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:34:00-0:34:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:34:20-0:34:40","5"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:34:40-0:35:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:35:00-0:35:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:35:20-0:35:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:35:40-0:36:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:36:00-0:36:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:36:20-0:36:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:36:40-0:37:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:37:00-0:37:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:37:20-0:37:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:37:40-0:38:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:38:00-0:38:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:38:20-0:38:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:38:40-0:39:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:39:00-0:39:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:39:20-0:39:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:39:40-0:40:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:40:00-0:40:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:40:20-0:40:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:40:40-0:41:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:41:00-0:41:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:41:20-0:41:40","6"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:41:40-0:42:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:42:00-0:42:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:42:20-0:42:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:42:40-0:43:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:43:00-0:43:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:43:20-0:43:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:43:40-0:44:00","5"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:44:00-0:44:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:44:20-0:44:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:44:40-0:45:00","6"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:45:00-0:45:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:45:20-0:45:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:45:40-0:46:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:46:00-0:46:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:46:20-0:46:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:46:40-0:47:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:47:00-0:47:20","6"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:47:20-0:47:40","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:47:40-0:48:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:48:00-0:48:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:48:20-0:48:40","5"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:48:40-0:49:00","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:49:00-0:49:20","2"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:49:20-0:49:40","6"
"/Users/spoorthykanduri/Documents/TBOP/91132_R3.asf","0:49:40-0:50:00","6"
